,naive,CBDpor,rel_CBD,cbd_cellsize,NNpor,rel_NN,NN_cellsize,Kpor,rel_K,K_cellsize
0,0.13474387540138408,0.12100485448405585,10.196397332644262,180.91,0.12522084088472202,7.067508254675181,70.0,0.1224933184060687,9.091735679133915,106.0
